user_id,product_id,rating,product_name,brand_name,about_item,product_description,breadcrumbs,combined_text,weighted_rating
R29A4OFBLNKIP3,B07FMZ31SR,4.0,"POLO RALPH LAUREN Men's Classic Fit Cotton V-Neck Undershirts, 3 Pack",POLO Store,A quality Polo Ralph Lauren staple for your wardrobe essentials.Soft-ribbed cotton fabrication with a body hugging fit.Moisture-wicking fabric for all-day comfort.V-neckline.Short sleeve design.,POLO Mens Classic Fit Cotton V neck Undershirt 3 Pack,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren men's classic fit cotton v-neck undershirts, 3 pack polo store a quality polo ralph lauren staple for your wardrobe essentials.soft-ribbed cotton fabrication with a body hugging fit.moisture-wicking fabric for all-day comfort.v-neckline.short sleeve design. polo mens classic fit cotton v neck undershirt 3 pack clothing, shoes & jewelry › men › clothing › shirts › polos",4.2881136950904395
R23PXGTG3QG5WG,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R2ZPWASCW9V6QU,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R2AKFPUPLZFRAK,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
RPUAJS7WVZOAK,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R1CCX9IXL5T6X8,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
RT3GD734W2113,B0BPHD8XCN,4.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.2881136950904395
R33CC44WVZHI7Q,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R16G2P1YB7Y0SA,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
RO7TZ0HSNTU99,B0BPHD8XCN,4.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.2881136950904395
R3L4AKSY4D7ARS,B0BPHD8XCN,5.0,POLO RALPH LAUREN Slim Fit Undershirt w/Wicking 5-Pack Crews,POLO RALPH LAUREN Store,Bring that simplicity to your elegant attire with the Polo Ralph Lauren P5 Slim Fit Crews T-Shirt Set.Crew neckline.Short sleeves.Pull-on construction.Straight hemline.,"The Polo Ralph Lauren Slim Fit w/ Wicking 5-Pack Crews are a daily essential. These comfy T-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered Pony at the hem. Cut with a slim fit. Ribbed crew neckline. Short sleeves. Straight hemline. 100% cotton. Machine wash.","Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","polo ralph lauren slim fit undershirt w/wicking 5-pack crews polo ralph lauren store bring that simplicity to your elegant attire with the polo ralph lauren p5 slim fit crews t-shirt set.crew neckline.short sleeves.pull-on construction.straight hemline. the polo ralph lauren slim fit w/ wicking 5-pack crews are a daily essential. these comfy t-shirts are made from soft cotton jersey that wicks away sweat to keep you dry and comfortable all-day long, and are finished with the signature embroidered pony at the hem. cut with a slim fit. ribbed crew neckline. short sleeves. straight hemline. 100% cotton. machine wash. clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R203GHXB2JQCO5,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R24K38J9YXFHER,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R2WI9SLP78NU3Y,B005LCMU00,4.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.2881136950904395
R2H8TXF6G9PGDI,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R2WM89F3ASMGF1,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R21XLUIRUA3WL7,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
R1ITO1I1N2M54F,B005LCMU00,3.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",3.7881136950904395
RYQTGZEVYFYS4,B005LCMU00,5.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.7881136950904395
RNAI7VACNEKKF,B005LCMU00,4.0,"U.S. Polo Assn. Men's Classic Polo Shirt, Two-Button Closure Pique Polo Shirt, Summer Fashion Golf Shirt",U.S. Polo Assn. Store,Short-sleeve polo shirt featuring two-button placket and embroidered logo on chestRibbed collar and cuffs,Authentic classic fit short sleeve solid pique polo shirt,"Clothing, Shoes & Jewelry › Men › Clothing › Shirts › Polos","u.s. polo assn. men's classic polo shirt, two-button closure pique polo shirt, summer fashion golf shirt u.s. polo assn. store short-sleeve polo shirt featuring two-button placket and embroidered logo on chestribbed collar and cuffs authentic classic fit short sleeve solid pique polo shirt clothing, shoes & jewelry › men › clothing › shirts › polos",4.2881136950904395
